Producto,Medidas,Linea
GANAE D3,"


50'000.000 UI
7'500.000 UI
5.000 mg.","Bovinos, equinos, porcinos, ovinos, caprinos, caninos y felinos"
DRONTAL PS HUESITO SABORIZADO,"

150 mg.
144 mg.
50 mg.",Caninos
,"

    2.0 mg.
400.0 mg.",No informa
GALLIPRANT 60 mg. ,"

60 mg",Caninos. 
GALLIPRANT 20 mg. ,"

20 mg",Caninos. 
SPRAY ÁRBOL DE TÉ CANAMOR,,Caninos y felinos
FIGTECTOR,"


0,10 g
0,20 g",Caninos y felinos
AGRISTERYL,"

100 g
1,10 g
4,3 g",No aplica
AGRIGERM 1510,"

150 g
80 g
20 g",No aplica
RAZAN DESODORANTE ELIMINADOR DE OLORES caninos MACHOS,,Caninos
RAZAN DESODORANTE ELIMINADOR DE OLORES felinos ,,Felinos
RAZAN HOGAR LIMPIO,,No aplica.
RAZAN DESODORANTE ELIMINADOR DE OLORES caninos HEMBRAS,,Caninos
RAZAN BAÑO SECO EN ESPUMA felinos,,Felinos
DRONTAL PS HUESITO SABORIZADO caninos GRANDES,"

525 mg.
504 mg.
175 mg.",Caninos
RAZAN BAÑO SECO EN ESPUMA caninos,,Caninos.
RAZAN ENJUAGUE BUCAL MASCOTAS,,Caninos y felinos
EXCELLEND,"


10 mg","Bovinos, ovinos, porcinos"
ENROFLOXACINA KUALCOS Tabletas palatables 200 mg,"

200 mg. ",Caninos
DORACUR,"

1.0 g.",Bovinos y Porcinos.
SCOUR BOS 9,"

6.5 TCID₅₀
6.5 TCID₅₀
6.5 TCID₅₀
50 UHA
400 CPU's
4.5 x 10⁸ UFC
4.0 x 10⁸ UFC
4.0 x 10⁸ UFC
4.5 x 10⁸ UFC",Bovinos
AVINEW,"

10⁵∙⁵ DIE₅₀ ",Aves
NASYM,"

10 ⁴∙⁷- 10 ⁶∙⁵ DICC₅₀*",Bovinos
TRITOHEXIDIN SHAMPOO,"

2,5 g ","Bovinos, caninos, equinos, felinos, ovinos y porcinos."
CERALVET,"
",Caninos y felinos
"MELOXICAM 1,5 mg/mL SUSPENSIÓN ORAL","

150 mg",Caninos y felinos
FURMINATOR ITCH RELIEF ULTRA PREMIUM SHAMPOO,,Caninos
BOVILIS RABIA," 

≥  1 U.l. 

","Bovinos, caprinos, equinos y ovinos"
DELLACARE," 3,03 g 
 0,45 g
   0,2 g ",Bovinos
ALLIANCE SPRAY,"

0,32 g.
0,09 g.","Bovinos, Ovinos y Caprinos."
                                           Vibix® C Puppy Advanced,"

10 4.1 a 10 5.5 TCID50

10 5.5 a 10 7.0 TCID50
",Perros.
RECOMBITEK C3,"


  ≥ 10 ⁶·⁴ DICC₅₀                                        ≥ 10 ⁴·³ DICC₅₀                                    ≥ 10 ³·³ DIA₅₀




",Caninos
Hepatonic®,"

5 g.","Bovinos, Ovios, Caprinos y porcinos."
PROCYON DOG INTRA-TRAC 3,"

≥ 102.8 TCID50/dosis
≥ 105.2 HAID50/dosis
≥ 5.5 X 105 CFU/dosis",Caninos
AVINEW FROZEN,                          10⁵·⁵DIE₅₀         ,Aves
BDA BLEN,                                         100 DIE₅₀                    24 Unidades,Aves
NEWXXITEK HVT+ ND,,Aves
GUMBOR VET W2512,"


10 ²·⁵ DIE ₅₀ a la liberación",Aves
NEW BRONK VIVA,"


≥1 X 10 ⁷·⁵ DIE ₅₀
≥1 X 10 ³·⁰ DIE ₅₀
",Aves
NEW VACIN LA SOTA,"


≥1 X 10 ⁶·² DIE ₅₀ a la liberación",Aves
SEPTOBAC AVIAR,"



1 X 10⁹ UFC
1 X 10⁹ UFC",Aves
REVEAL FOR RUMINANT IN FEED,"
25
25
25

1
1
1
1
1",No informa
CALTONIC,"


130 g.
6.8 g.

26 g.
40 g.
24 mg.
28 mg.
40 mg.
40 mg.
120 mg.
60 mg.
500 mg.
60 mg.
100 mg.
30 mcg.","Bovinos, equinos, porcinos, ovinos, caprinos y caninos."
BOVI-SHIELD GOLD FP TM 5 L5,"

≥ 10 4.9 TCID 50
≥ 10 4.0 TCID 50
≥ 10 4.0 TCID 50
≥ 10 5.1 TCID 50
≥ 10 4.6 TCID 50                                                                                                             
≥ 1200 UN
≥ 1200 UN
≥ 1200 UN
≥ 1200 UN
≥ 1200 UN 
",Bovinos
DURAMUNE ADULT,10 4.2 TCID 50                           10 5.5 TCID 50                          10 5.3 TCID 50                          10 5.5 TCID 50,Caninos
NEUMOSAN ,10 9.0 UFC                                10 9.0 UFC                                       10 9.0 UFC                                10 9.0 UFC,"Bovinos, Ovinos y Caprinos"
METRISAN,26.3 g.,Bovinos
PEST VAC,"

0.250 mL.",Porcinos
AVIPRO ND IB VIBANCO,"

10 DIE
10 DIE",Aves
AVIPRO POX TC,"

10 DIE",Aves
POULVAC OVOLINE CVI + HVT,"


3.0-4.5 x 10 Celulas
4.0-5.0 x 10 Celulas",Aves
BIORABIA PARESIANTE,"

≥ 2 U.I. de NIH",Bovinos
AVIPRO 101 CORYZA,"


1x 10 UFC
1x 10 UFC
1x 10 UFC",Aves
AVIPRO 108 FC4,"

0.043 mL
0.043 mL
0.043 mL
0.043 mL",Aves
AVIPRO 101 CORYZA GOLD,"


1 x 10 UFC
1 x 10 UFC
1 x 10 UFC",Aves
AVIPRO 206 BD3-REO,"



10 DICT
10 DICT
10 DIE
10 DIE


10 DICT
10 DICT",Aves
AVIPRO 432 ND-IB2-BD3-REO,"


10 DICT
10 DICT

10 DIE
10 DIE

10 DIE
10 DIE
10 DIE

10 DIE
10 DIE",Aves 
SPIROVET 20,"                                                    600,000 Ul","Bovinos, ovinos, porcinos , caprinos y caninos"
PORCILIS MAGESTIC,"                            0,396 mL                                     0,464 mL                    1,148 mL",Porcinos
FLUVAC INNOVATOR EHV-4/1,"                             0,13636 mL               0,10256 mL           0,02086 mL",Equinos
SUVAXYN MH ONE,"                                   ≥1,0x10¹⁰MHDCE/mL*                          ",Porcinos
BEDGEN 40 SFA C SOLUCIÓN ORAL,                                   45 g                                       45 g,Aves y porcinos
TIC VAC,                                      ≥1.000 µg/ dosis                             ,Bovinos
PUREVAX RCP,"
≥ 10⁴·⁹DICC₅₀ 1

≥ 2.0 ELISA U

≥ 10³·⁵DICC₅₀ 1",Felinos
VIRKON LSP,"
132 g
132 g",No aplica
,,
,132 g,
,132 g,
,,
PURITEC GOLD,                                        3.5g,Bovinos
FULL CAT,                                      96 g,Felinos
COXIZURIL 5%,                                 50mg,"Caninos, felinos, porcinos"
BR CAT LITTER,                                95g,Felinos
DALI CAT LITTER,                                   97 g,Felinos
IVERMIC EQUINOS,                                      1 g,Equinos
SERESTO,"                                                                                     1,00g                          0,45g",Caninos y felinos 
MIRRINGO ARENA,"                                 97,9g                       2g                                       100g",Felinos
AVIPRO SALMONELLA DUO,≥ 1 x 108 UFC                   ≥1 X 108 UFC,Aves
PROTEQ FLU TE,,Equinos
NEOTIKUM,10 mg,Caninos y felinos
URANOTEST PANLEUCOPENIA FELINA,                                    1            5                                        1            5                    1            5                                         ,Felinos
URANOTEST MOQUILLO ADENOVIRUS,,Canino
URANOTEST FELV - FIV,                                                        5             10                                                                                                                                                                                                                        5             10                   5             10                              5             10,Felinos 
QUIFLUMIL 10%,"

100 mg","Bovinos, caprinos, ovinos y porcinos"
VAC-SULES REPRODUCTIVA FORTE,                                    ≥1x10^7 DICT 50%/mL.           ≥1x10^7 DICT 50%/mL.                     ≥1x10^5 DICT 50%/mL.        ≥1x10^7 DICT 50%/mL.                     ≥1x10^5 DICT 50%/mL.       40 mg/dosis.                 40 mg/dosis.      40 mg/dosis.                ≥1-5x10^2 UFC/mL.                      ≥1-5x10^2 UFC/mL.                                                                                                             ≥1-5x10^2 UFC/mL.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                             ≥1-5x10^2 UFC/ml.                                                                                                                                                                                                                     ,Bovinos 
TROPICLEAN FRESH BREATH ORAL CARE WATER ADDITIVE FOR PUPPIES,"


100 mL",Caninos y felinos
"PIMOCARD 1,25","                               1,25 mg",Caninos
BIOZUR,                                  30 g,Bovinos
TOTALCOC,                                                      2 g                                   2 g,Caninos
ANTÌGENO VIRUS DE LA ENFERMEDAD NEW CASTLE INACTIVADO,,Aves
MARBOCAT 8,                               8 mg,Caninos y felinos
PrioCHECK Salmonella Ab porcina 2.0,"

Presentación

5 (450 muestras)	    50 (4500 muestras)
1 vial por 2.2.  mL	   2 viales por 12 mL
1 vial por 0.5 mL	   1 vial por 1.5 mL
1 vial por 0.5 mL	   1 vial por 1.5 mL
1 vial por 0.5 mL	   1 vial por 1.5 mL
1 frasco por 60 mL	   1 frasco por 500 mL
1 frasco por 60 mL	      1 frasco por 500 mL y 1 por 60 mL
1 frasco por 60 mL	      1 frasco por 500 mL y 1 por 60 mL
1 frasco por 60 mL	   2 frascos por 60 mL
15	   150
1	   1
",No informa
ProFLOK,"5 Microplacas por 96 pozos

1 frasco por 100 mL
1 frasco por 200 mL
1 frasco por 0.1 mL
1 frasco por 0.1 mL
1 frasco por 1 mL

1 frasco por 100 mL
1 frasco por 25 mL


10
1",Aves
SERELISA BLV Ab Mono Blocking,"



4 microplacas de 6 tiras de 2X8 pozos
1 frasco con 200 mL
1 frasco con 100 mL
1 frasco con 5 mL
1 frasco con 5 mL
1 frasco con 50 mL
1 frasco con 0.7 mL
1 frasco con 50 mL
1 frasco con 25 mL
12 piezas
",Bovinos
COMPLEJO-B 600,"

600 µg.
125 mg.
50 mg.","Bovinos, equinos, ovinos, caprinos, porcinos, caninos y felinos."
ACONDICIONADOR DE FRESA PIEL SEDOSA,"

",Caninos
CHAMPÚ BERRY FRESH PARA TODO USO,"

",Caninos
CHAMPÚ DE PERLA NEGRA,"

",Caninos
CHAMPÚ SHOW WHITE VAINILLA,"

",Caninos
CEVAC MD HVT,280 UFP         ( a la expira),Aves
NEO CLEAN  ROMEO CAT LITTER  LAVANDER SCENT,"

99.95 g.",Felinos
Sens PERT Giardia Test Kit,"

10 Unidades
10 frascos por 1 mL.
10 Unidades
10 Unidades
1",No informa
SensPERT Rota Ag Test Kit,"



10 Unidades
10 frascos por 1 mL
10 Unidades
10 Uindades
1",No informa
SensPERT Feline Parvovirus Test Kit,"



10 Unidades
10 frascos por 1 mL
10 Unidades
10 Uindades
1",Felinos
PYROSAN,"

10 gm
  4 gm
15 gm","Bovinos, caninos, equinos y ovinos"
SUPRAVAL  10,"
>1.0 UI de antitoxina/ml.
≥0.5 UI de antitoxina a/ml
≥5.0 UI de antitoxina E/ml
≥10 UI de antitoxina B/ml
≥5.0 de antitoxina E/ml
≥10 UI de sntitoxina B/ml
≥2.5 UI  de antitoxina/ml
≥3.5 UI de antitoxina/ml
75% de protección (Por desafio)
75% de protección( por desafio)  1 ml","Bovinos, caprinos y ovinos."
SUPRAVAL THRAX,≥10 millones/ml,"Bovinos, caprinos, equinos y ovinos. "
BRD SHIELD,"

10 ⁵·¹ TCID₅₀
10³·⁷ FAID₅₀
10³·² FAID₅₀
10⁵·⁷TCID₅₀
10⁴·² FAID₅₀",Bovinos
CLOVET 8 MP,"

Mínimo 2.5 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 05 UI antitoxina
Mínimo 1 UI antitoxina
5 x 10⁹UFC
5 x 10⁹ UFC
1 x 10⁹ UFC
","Bovinos, caprinos y ovinos"
CLOVET T,"

Mínimo 2.5 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 2 UI antitoxina
Mínimo 0.5 UI antitoxina
Mínimo 1 UI antitoxina
5 x 10⁹UFC
Toxoide tetánico 27 LF (150 UI)
5 x 10⁹ UFC
1 x 10⁹ UFC
","Bovinos, caprinos y ovinos"
VACUNA INACTIVA CONTRA LA RABIA,"

Mínimo 10⁶ DL₅₀","Bovinos, caprinos y equinos y ovinos"
KIT PARA LA DETECCIÓN DE ANTICUERPOS FRENTE AL VIRUS DE LA INFLUENZA TIPO A,"


5 placas (96 pozos/placa)
1 frasco por 2 ml
1 frasco por 2 ml
1 frasco por 55 ml
1 frasco por 235 ml
1 frasco por 60 ml
1 frasco por 60 ml
1 frasco por 235 ml
",Aves
VETRIMOXIN L.A.,"



15 g","Bovinos, caprinos, ovinos y porcinos"
ARENA PARA GATOS MONCHILU,"

97.9 g
2 g
0.1 g",Felinos
ANIGEN RAPID E. CANIS/ANAPLASMA AB TEST KIT,"



10
1 frasco por 4 ml
10
10 frascos
1",Caninos
KIT PARA LA DETECCIÓN DE ANTICUERPOS FRENTE AL VIRUS DE LA LEUCOSIS ENZOOTICA BOVINA - MILK SCREENING.,"5 placas 
1 vial con 2 ml.
1 vial con 2 ml.
1 vial con 1.5 ml.
2 vial por 120 ml.
1 frasco con 60 ml.
1 frasco con 60 ml.
1 frasco con 100 ml.",Bovinos.
AVIVAC ND LA SOTA + IB MASS 41,"

 ≥10⁶˙⁰DIEP₅₀ 
≥10³˙⁵DIEP₅₀ 
",Aves
AVIVAC ND LA SOTA,"


 ≥10⁶˙⁰DIEP₅₀ ",Aves
PASMUBAC GALLIBACTERIUM,"

2X10⁷˙⁰UFC",Aves
VECTORMUNE HVT IBD & RISPENS,"

Por lo menos 2960 UFP
Por lo menos 1106 UFP",Aves
VECTORMUNE HVT LT,"

Por lo menos 3160 UFP",Aves
AVIPRO PRECISE,≥10ᶟ˙⁰DIE₅₀ ,
KIT DE ELISA PARA LA DETECCIÓN DE ANTICUERPOS FRENTE AL VIRUS DEL SÍNDROME RESPIRATORIO Y REPRODUCTIVO PORCINO PRRS X 3 HERD CHECK PRRS X 3,"

5 placas
1 frasco por 4 ml
1 frasco por 4 ml
1 frasco por 60 ml
1 frasco por 120 ml
1 frasco por 60 ml
1 frasco por 60 ml
1 frasco por 235 ml",Porcinos
NOBIVAC DHPPI,"                                                                                 

Mínimo 4,0 log₁₀TCID₅₀
Mínimo 4,0 log₁₀TCID₅₀
Mínimo 7,0 log₁₀TCID₅₀
Mínimo 5,5 log₁₀TCID₅₀
",Caninos
ROTAVEC CORONA,"   10⁷·⁶-10⁷·⁹TCID₅₀ 
150-230 unidades ELISA
100-120 Unidades ELISA
                                                             ",Bovinos
NEUMOSUIN,                                                                                                    MAT≥1/16*                                                                                MAT≥1/16*                                                                              MAT≥1/16*,Porcinos
AVISAN SECURE,                                                                                       MAT≥1/13*                                                                           MAT≥1/40*  ,Aves
ERYSENG PARVO LEPTO,"                                                                                                PR > 1,15
ELISA >3,34 IE₅₀%  
≥10⁸Microorganismos
≥10⁸Microorganismos
≥10⁸Microorganismos
≥10⁸Microorganismos
≥10⁸Microorganismos
≥10⁸Microorganismos
",Porcinos
EVALON," 332-450 ooquistes esporulados
213-288 ooquistes esporulados
196-265 ooquistes esporulados              
340-460 ooquistes esporulados
276-374 ooquistes esporulados
",Aves
CALOXDOL 2 MG TABLETA,                                                                                                                    2 mg,Caninos
VAC-SULES POLIVAC 10/1,"





≥ 20 DLM/mL.                       ≥ 200 L+/mL.                     ≥ 200 L+/mL.                     ≥ 200 L+/mL.                     ≥ 100 DLM/mL.                ≥ 500 DLM/mL.                ≥ 0,4 UH/mL.                   
≥ 8 células empaquetadas ≥ 300.000 DLM/mL.          ≥ 500 DLM/mL.                    ","Bovinos, Ovinos y Caprinos"
VAC-SULES TRIVAC," ≥ 1 x 10⁷ esporas                      ≥ 50000 DLM₅₀% /mL.    
 ≥ 100000 DLM ₅₀%/mL    ≥ 8 µl celullas (bacterias)","Bovinos, Ovinos y Caprinos"
ID SCREEN AVIAM SALMONELLA INDIRECT GROUPS B-D,"5 Unidades 

1 frasco x 0.5 mL
1 frasco x 1 mL
3 frascos x 60 mL
1 frasco x 6 mL
1 frasco x 60 mL
1 frasco x 60 mL
1 frasco x 60 mL
1 frasco x 60 mL

10 unidades

1 frasco x 0.5ml.
1 frasco x 1ml.
6 frascos x 60ml.
2 frascos x 6ml.
2 frascos x 60ml.
2 frascos x 60ml.
2 frascos x 60ml.
2 frascos x 60ml.
",Aves
MELOXIFIN PREMIUM (0.5 MG),"

    0.5 mg.
100.0 mg.",Caninos y felinos
FOSTERA PCV MH,"


≥ 1.3 RP*
≥ 1.3 RP*
",Porcinos
KIT BVDV Ag-POC-KIT POINT OF CARE PARA LA DETECCIÓN DEL VIRUS DE LA DIARREA VIRAL BOVINA,"



10 unidades


2 frascos x 4.5 mL",Bovinos
AQUAVAC STREP SA,"

1.36 X 10⁸",Peces
BOVILIS ONCE PMH SQ,"

≥6.0 X 10⁵CFU
≥6.0 X 10⁵CFU
",Bovinos
LEPTOS 10,"

1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
1X10⁹bacterias
",Bovinos y Porcinos.
INGEZIM APP MIX,"2
2
2
1 vial x 2,5 ml
1 vial x 2,5 ml
1 vial x 2,5 ml
1 vial x 2,5 ml
1 vial x 2,5 ml
1 vial x 7,5 ml
1 vial x 0,750 ml
2 frascos x 250 ml
4 frascos x 100 ml
1 frasco x 70 ml
1 frasco x 70 ml",No aplica
INGEZIM BLV COMPAC 2.0,"PLACAS 
2
1 vial x 400 µl
1 vial x 400 µl
1 vial x 200 µl
1 frasco por 125 ml
1 frasco por 125 ml
1 frasco por 30 ml
1 frasco por 30 ml

PLACAS
5
2 viales por 400 µl
2 viales por 400 µl
2 viales por 200 µl
1 frasco por 125 ml
1 frasco por 125 ml
1 frasco por 60 ml
1 frasco por 60 ml

PLACAS
10
2 viales x 1,5 ml
2 viales x 1,5 ml
2 viales x 700 µl
2 frascos por 125 ml
2 frascos por 125 ml
1 frasco por 125 ml
1 frasco por 125 ml
",Bovinos
INGEZIM IBR COMPAC,"


PLACAS
2
1 vial x 600 µl
1 vial 600 µl
1 vial 300 µl
1 frasco por 125 ml
1 frasco por 125 ml
1 frasco por 30 ml
1 frasco por 65 ml

PLACAS
5
2 viales por 600 µl
2 viales por 600 µl
2 viales por 300 µl
1 frasco por 125 ml
1 frasco por 125 ml
1 frasco por 60 ml
1 frasco por 65 ml










",Bovinos
INGEZIM MAL ROJO,"PLACAS
2
1 vial x 4 ml
1 vial 4 ml
1 vial 300 µl
1 frasco por 125 ml
1 frasco por 100 ml
1 frasco por 6,5 ml
1 frasco por 65 ml
1 frasco por 65 ml


PLACAS
5
2 viales x 4 ml
2 viales 4 ml
2 viales 200 µl
1 frasco por 125 ml
1 frasco por 100 ml
1 frasco por 6,5 ml
1 frasco por 65 ml
1 frasco por 65 ml
",Porcinos
INGEZIM PESTIVIRUS COMPAC,"
PLACAS

2
1 vial x 400 µl
1 vial 400 µl
1 vial 200 µl
1 frasco por 125 ml
1 frasco por 125 ml
1 frasco por 30 ml
1 frasco por 30 ml

5
2 vial x 400 µl
2 vial 400 µl
2 vial 200 µl
1 frasco por 125 ml
1 frasco por 125 ml
1 frasco por 60 ml
1 frasco por 60 ml
","Bovinos,caprinos y ovinos."
AVIVAC TRIPLE PLUS ND-IB-EDS KV + CORIZA INFECCIOSA,"≥10⁸˙⁵DIEP₅₀
≥10⁴˙⁰DIEP₅₀
≥10⁶˙⁰DIEP₅₀
≥8 x 10⁸ UFC
≥8 x 10⁸ UFC
≥8 x 10⁸ UFC",Aves
NEUMODIAR,2 viales por 400 µl,"Bovinos, Ovinos, Equinos, Caprinos y Porcinos."
ECO CMT CHECK,2 viales por 200 µl,No informa
BEDGEN 40 SFA CONCENTRADO,1 frasco por 125 ml,Aves y Porcinos
TIAMULINA 10%,1 frasco por 125 ml,Porcinos y Aves
ID Screen IBV Indirect,1 frasco por 60 ml,Aves
ID Screen APP Screening Indirect,1 frasco por 60 ml,Porcinos
ID Screen IBR Gb Competition,PLACAS,Bovinos y Bufalinos
ID Screen ILT Indirect,10,Aves
ID Screen BLV Competition,"2 viales x 1,5 ml",No informa
HYOGEN,"2 viales x 1,5 ml",Porcinos
Imnunovax PUPPY FENCE L 5,2 viales x 700 µl,Caninos
VACUNA PARVOVIRUS CANINO ,2 frascos por 125 ml,Caninos
VACUNA TRIPLE CANINA,2 frascos por 125 ml,Caninos
LEPTO CAN,1 frasco por 125 ml,Caninos y felinos
Rabia I Antirrabic Pasteur,1 frasco por 125 ml,Bovinos
